MaCk,EPS,PE,PB,ROA,ROE,TangTruongDoanhThuThuan,TangTruongLoiNhuanGop,TangTruongTongTaiSan
VHH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHL,-2661.0,-3.76,0.53,-912.773.713.763.062,-14.100.757.663.770.200,-6.59,10.43,-12.98
VHM,7282.0,5.49,0.75,6.251.285.146.089.380,15.900.918.441.335.200,-1.46,-9.19,26.11
VIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIB,2681.0,7.35,1.4,14.608.830.543.493.200,17.210.119.888.281.900,0.0,0.0,20.32
VIC,3026.0,13.21,01.01,625.703.126.321.918,34.204.571.399.165.700,19.04,19.58,25.7
VID,363.0,13.4,0.3,13.540.535.027.384.100,2.266.716.077.685.940,-9.41,-30.0,-9.96
VIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIF,1027.0,16.94,1.22,6.561.620.662.064.600,7.178.930.524.240.120,-5.04,-15.46,-0.14
VIG,453.0,12.82,0.73,5.476.166.145.424.810,57.296.713.482.209.300,2.38,0.28,7.23
VIH,949.0,11.07,0.74,15.157.585.463.291.200,670.843.904.353.589,0.02,8.88,-9.72
VIM,796.0,25.27,01.08,21.776.879.047.162.400,4.274.232.136.791.010,-14.17,-22.15,-6.66
VIN,1237.0,11.32,0.62,5.286.041.258.742.240,54.979.369.850.137.900,16.32,-3.53,0.45
VIP,1446.0,9.75,0.75,7.100.147.645.365.220,7.685.097.077.922.510,3.67,25.69,-2.32
VIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VISE,458.0,0.0,0.0,3.128.912.834.921.590,3.351.595.714.844.610,-26.52,-38.6,-27.71
VISECO,42.0,0.0,0.0,4.367.353.728.372.590,4.383.169.384.333.710,139.57,104.96,919.33
VIT,1115.0,18.39,1.62,26.352.768.059.425.800,8.794.006.749.172.230,7.25,16.2,-6.39
VIW,-40.0,-227.76,0.75,5.035.194.197.833.220,14.033.433.252.539.400,-35.06,-18.18,-3.98
VIX,737.0,13.36,0.9,3.383.193.664.693.670,4.134.189.282.883.550,13.17,-23.74,115.77
VJC,2632.0,37.99,3.2,14.334.449.446.278.700,8.426.487.049.609.730,23.17,176.37,14.49
VKC,-8210.0,-0.11,-0.07,-6.506.483.827.889.670,0.0,-17.01,-319.79,-32.17
VKD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VKP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VLA,128.0,86.09,1.0,10.192.260.420.446.600,11.587.030.649.532.100,34.36,22.43,10.41
VLB,4666.0,9.22,03.06,2.183.052.628.339.590,33.169.364.590.609.300,29.96,65.74,21.16
VLC,255.0,69.08,0.62,1.712.767.465.912.470,19.483.440.645.290.500,-6.18,-18.64,15.55
VLF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VLG,2014.0,05.06,0.81,12.414.456.758.469.300,16.085.978.256.967.500,27.23,310.81,22.36
VLP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VLW,2529.0,11.03,1.69,11.931.410.680.018.700,15.341.528.683.038.500,4.39,3.3,10.05
VMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VMC,142.0,53.7,0.56,2.481.242.048.154.840,9.771.011.335.892.640,-4.63,-2.48,-3.28
VMD,1597.0,10.33,0.61,1.765.402.597.666.460,5.881.968.592.158.610,-64.74,-58.88,-25.01
VMG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VMI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VMS,1708.0,13.87,1.41,642.057.809.522.489,10.138.381.859.730.400,31.23,8.21,2.19
VMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNA,2613.0,8.5,1.31,8.125.199.408.568.120,11.386.957.820.425.200,4.51,49.98,30.89
VNB,1106.0,10.22,0.7,6.642.210.982.164.140,6.813.335.929.158.880,-7.2,-5.88,07.09
VNC,3315.0,12.22,1.52,8.966.366.285.295.290,12.982.112.665.561.200,15.73,18.22,-3.61
VND,1261.0,9.99,0.97,3.879.520.700.417.010,8.716.302.524.493.610,-18.85,-26.66,6.12
VNE,-2671.0,-1.31,0.38,-7.162.382.880.217.530,-3.003.744.387.104.590,-33.72,-101.65,-14.47
VNF,2363.0,7.36,0.89,7.581.779.323.246.820,11.989.734.679.574.900,57.63,125.44,14.52
VNG,25.0,355.13,0.75,35.712.564.497.804.000,14.494.726.332.259.700,-4.45,-28.8,16.63
VNH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNL,3213.0,5.24,0.8,9.955.392.469.029.440,15.276.364.150.117.100,58.09,92.45,16.87
VNM,4494.0,14.11,3.66,17.171.760.473.307.900,2.613.144.171.158.680,2.34,4.26,4.51
VNN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNP,777.0,12.87,0.66,41.060.241.552.795.100,5.082.684.372.995.160,-4.44,-49.35,-6.29
VNR,2437.0,8.99,01.01,4.613.098.643.027.820,10.264.477.650.195.900,16.77,18.55,9.69
VNS,1239.0,8.4,0.61,4.531.683.618.790.110,7.313.254.234.807.600,-17.78,-27.07,12.23
VNSC,-386.0,0.0,0.0,-6.343.273.388.060.060,-7.757.500.605.423.320,104.93,-6.41,12.31
VNT,14.0,1963.73,2.14,3.518.734.581.487.900,10.907.513.423.676.800,61.97,37.44,3.12
VNX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNY,211.0,30.39,01.03,2.196.186.664.915.890,33.865.621.602.138.500,16.82,16.73,03.06
VNZ,-31944.0,-10.96,7.92,-10.761.920.260.070.300,-8.015.088.932.799.890,25.18,50.51,-1.41
VOC,442.0,38.91,0.97,24.225.653.623.326.000,24.857.331.324.903.600,-50.36,-97.59,-4.31
VOS,2395.0,7.1,1.2,11.595.746.609.426.200,16.856.108.759.234.200,74.94,-30.07,6.48
VPA,-3326.0,-1.14,-0.94,-1.724.280.408.302.310,0.0,-28.21,-379.34,-7.87
VPB,1989.0,9.65,01.03,17.304.613.184.825.400,108.550.653.944.856,0.0,0.0,13.0
VPBankS,650.0,0.0,0.0,36.516.089.118.375.800,56.050.429.301.295.200,28.23,14.94,18.65
VPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPD,1988.0,13.53,02.04,12.223.837.720.674.400,15.106.254.001.785.500,8.18,12.44,-4.56
VPG,1183.0,10.06,0.66,13.286.842.706.106.300,6.991.381.863.828.960,156.51,64.76,18.04
VPH,1407.0,05.01,0.61,6.950.760.011.510.120,12.231.031.947.108.100,-36.82,-86.0,-18.41
VPI,1237.0,48.35,3.77,27.534.217.730.719.900,60.437.369.572.427.300,1.78,-75.59,-11.07
VPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPS,973.0,09.05,0.63,4.383.339.950.271.570,7.188.044.888.330.590,08.06,14.05,6.16
VPSS,4423.0,0.0,0.0,830.044.664.172.363,2.218.117.869.254.110,1.45,96.53,35.21
VPW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VQC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VQSC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VRC,15.0,778.14,0.46,886.127.938.525.815,12.220.587.864.758.900,286.19,218.01,1.18
VRE,1802.0,9.51,0.93,741.637.725.820.311,9.769.852.047.250.550,-8.7,-11.05,15.89
VRG,2256.0,10.95,1.57,5.646.620.494.004.000,14.351.218.856.005.700,-79.3,-67.27,-11.58
VSA,1559.0,14.75,0.95,35.609.856.654.656.300,641.439.339.376.996,1.62,02.05,-2.47
VSC,1984.0,08.01,0.91,7.086.699.893.551.960,11.176.786.230.266.800,27.83,48.27,52.61
VSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VSEC,-440.0,0.0,0.0,-3.814.842.551.233.100,-3.847.041.701.719.410,-5.48,-19.81,-7.59
VSF,8.0,4212.99,7.31,4.699.341.271.051.410,12.235.994.761.861.500,-6.82,-10.28,1.49
VSG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VSH,1898.0,25.87,2.48,5.208.359.639.058.570,9.572.938.475.371.940,-29.04,-43.98,-9.71
VSI,1794.0,10.03,1.24,4.557.201.379.941.450,12.558.219.387.526.400,-45.87,-3.44,2.58
VSM,3651.0,5.34,0.74,991.474.769.034.935,14.025.540.821.078.400,11.55,24.22,-4.35
VSMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VSN,1373.0,13.4,1.15,5.275.500.601.533.720,857.922.925.186.268,-5.89,-5.34,-3.3
VSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VST,3239.0,0.86,-0.29,5.764.165.139.261.090,0.0,13.33,754.13,-17.62
VT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VTB,1075.0,10.27,0.62,4.768.123.653.516.540,5.899.580.505.046.310,1.44,-11.37,03.02
VTC,760.0,10.65,0.46,13.622.962.714.178.400,4.365.749.791.129.760,32.11,24.19,-4.91
VTD,-442.0,-17.89,0.66,-23.059.691.849.356.800,-3.712.326.220.357.200,-5.75,-18.7,4.36
VTE,26.0,210.16,0.51,13.103.717.433.918.200,24.092.671.931.175.100,-10.93,-19.12,12.02
VTF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VTG,300.0,31.0,01.03,3.009.831.137.577.160,3.660.511.095.909.200,-27.68,-80.71,0.5
VTH,1314.0,6.32,0.66,20.342.357.854.214.000,10.501.177.366.887.900,48.77,10.18,45.41
VTI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VTJ,4.0,1110.04,0.57,47.189.096.625.824.800,5.092.251.975.660.460,-100.0,-100.0,0.12
VTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VTL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VTM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VTO,1370.0,10.73,1.0,6.769.466.193.486.760,9.358.832.720.078.910,3.91,29.03,-1.71
VTP,3144.0,43.55,10.46,60.298.072.491.580.200,24.019.911.686.139.300,5.97,15.09,-1.33
VTQ,163.0,200.07,4.37,14.008.304.488.160.900,2.170.894.124.775.870,95.25,115.45,02.02
VTR,1668.0,12.29,1.22,1.775.126.822.435.480,9.754.200.770.744.700,13.34,-8.05,12.82
VTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VTSC,1147.0,0.0,0.0,11.285.973.717.940.700,11.349.501.286.581.600,-30.31,-43.62,12.63
VTSS,979.0,0.0,0.0,10.385.169.973.893.400,12.896.058.780.891.700,-11.43,-468.31,42.24
VTV,-224.0,-28.57,0.5,-7.327.216.196.016.490,-17.623.571.774.082.000,-52.25,-59.62,-10.5
VTX,-4984.0,-1.6,1.97,-4.718.538.698.189.930,-12.277.385.115.834.000,38.06,-151.63,-27.73
VTZ,1323.0,13.0,1.6,25.412.248.510.184.700,7.478.839.197.293.010,33.37,45.69,43.03
VUA,-843.0,-14.7,1.57,-10.609.057.633.390.800,-10.673.375.837.561.400,-8.65,-134.81,-10.29
VVF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VVN,-8062.0,-0.36,-0.08,-8.706.975.727.907.670,0.0,56.25,-13.7,5.39
VVS,3198.0,5.0,0.98,2.969.452.748.066.770,1.950.626.591.750.090,71.79,29.56,23.93
VW3,899.0,12.02,0.48,14.767.930.960.144.400,4.015.029.446.566.070,-26.44,-26.69,-22.96
VWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VXB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VXT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WCS,30188.0,8.94,2.54,2.453.382.795.397.010,2.841.592.000.277.500,12.85,12.01,8.24
WSB,5692.0,12.53,1.35,8.937.124.219.349.010,1.074.934.958.413.150,12.72,1.92,0.85
WSS,-635.0,-7.56,0.5,-6.550.773.720.866.230,-6.614.048.306.416.240,-45.43,-416.8,-5.98
WTC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X20,2633.0,3.95,0.62,6.560.733.042.754.050,1.564.992.019.236.740,25.83,40.43,17.39
X26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XDH,769.0,18.21,0.69,242.335.367.867.374,377.909.627.680.579,-9.1,48.15,-0.65
XHC,2525.0,10.5,1.53,78.594.913.972.453,1.456.357.357.513.580,-30.94,-7.97,-8.01
XLV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XMC,117.0,57.28,0.54,29.622.390.700.072.700,9.815.716.675.902.660,-27.03,-15.89,-17.8
XMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XMP,1217.0,13.15,1.38,4.752.009.476.466.560,10.530.712.780.566.500,9.46,16.53,-4.98
XPH,-556.0,-14.21,0.71,-4.876.205.310.060.070,-4.991.573.528.684.190,4.91,38.03,-5.1
YBC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YBM,941.0,11.16,0.8,21.568.917.766.412.600,7.180.223.870.724.430,39.26,44.23,10.42
YEG,946.0,19.66,1.69,50.864.535.924.410.400,8.412.663.244.737.260,144.59,24.84,33.97
YRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YSC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YTC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
